survey_id,survey_name,survey_type_name,agency_name,agency_id,ministry_id,start_date,end_date,duration_day,closed,close_year,answer_count,view_count,question_count,n_invited,affects_prachachon,affected_person,tags,isconclude,law_group_id,url
1910,การรับฟังความคิดเห็นร่างประกาศกระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม เรื่อง กำหนดแนวเขตพื้นที่และมาตรการคุ้มครองทรัพยากรทางทะเลและชายฝั่ง ประเภทหาด ปะการัง กัลปังหา สัตว์ทะเลหายากหรือใกล้สูญพันธุ์ หรือสิ่งมีชีวิตในแนวปะการัง ในพื้นที่หมู่เกาะสีชัง อำเภอเกาะสีชัง จังหวัดชลบุรี พ.ศ. ….,กม.ลำดับรองอื่นๆ,กรมทรัพยากรทางทะเลและชายฝั่ง,87,15,2023-07-16,2023-08-04,20,1,2023,2,59,2,0,0,,,D,13,https://law.go.th/listeningDetail?survey_id=1910
1914,ร่างประกาศคณะกรรมการประมงประจำจังหวัดยโสธร เรื่อง ยกเลิกกำหนดเขตพื้นที่่รักษาพันธุ์สัตว์น้ำ พ.ศ. 2566,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-04-26,2023-05-10,15,1,2023,20,84,1,1,0,,,P,38,https://law.go.th/listeningDetail?survey_id=1914
1915,กฎกระทรวง กำหนดภาพ เครื่องหมาย หรือข้อความที่ภาชนะบรรจุหรือหีบห่อบรรจุสารระเหย ที่ผู้ผลิตหรือผู้นำเข้าสารระเหยต้องจัดทำก่อนนำออกจำหน่าย พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-05-14,2023-05-29,16,1,2023,56,410,1,0,0,,,P,34,https://law.go.th/listeningDetail?survey_id=1915
1917,ร่างประกาศกระทรวงสาธารณสุขและกระทรวงอุตสาหกรรม เรื่อง การระบุชื่อ ประเภท หรือชนิดของสารเคมีหรือผลิตภัณฑ์ที่เป็นสารระเหย พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-05-14,2023-05-29,16,1,2023,74,403,1,0,0,,,P,34,https://law.go.th/listeningDetail?survey_id=1917
1918,ร่างพระราชบัญญัติภาษีสรรพสามิต (ฉบับที่ ..)  พ.ศ. ....,ร่างกฎหมาย,สำนักงานปลัดสำนักนายกรัฐมนตรี,59,7,2023-04-30,2023-06-29,61,1,2023,63,849,3,0,0,,,P,"8,22",https://law.go.th/listeningDetail?survey_id=1918
1919,ร่างพระราชบัญญัติชื่อบุคคล (ฉบับที่ ..) พ.ศ. ....,ร่างกฎหมาย,สำนักงานปลัดสำนักนายกรัฐมนตรี,59,7,2023-04-30,2023-06-29,61,1,2023,66,655,3,0,0,,,P,"7,8,22",https://law.go.th/listeningDetail?survey_id=1919
1920,ร่างพระราชบัญญัติจดทะเบียนครอบครัว (ฉบับที่ ..)  พ.ศ. ....,ร่างกฎหมาย,สำนักงานปลัดสำนักนายกรัฐมนตรี,59,7,2023-04-30,2023-06-29,61,1,2023,71,881,3,0,0,,,P,"7,8",https://law.go.th/listeningDetail?survey_id=1920
1921,ร่างประกาศเกี่ยวกับการปรับปรุงหลักเกณฑ์การอนุญาตให้เสนอขายหลักทรัพย์ ในเรื่องลักษณะการประกอบธุรกิจของบริษัทต้องไม่เป็น investment company,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,236,23,2023-04-27,2023-05-26,30,1,2023,0,38,2,0,0,บริษัท IPO และบริษัทจดทะเบียน,,P,19,https://law.go.th/listeningDetail?survey_id=1921
1923,การรับฟังความคิดเห็นร่างประกาศกระทรวงเกษตรและสหกรณ์ เรื่อง กำหนดเงื่อนไขเกี่ยวกับรูปแบบของอวน ขนาดของเรือ วิธีที่ใช้ บริเวณพื้นที่ และระยะเวลาในการทำการประมงให้ผู้ทำการประมงด้วยเครื่องมืออวนรุนเคย ที่ใช้ประกอบเรือยนต์ทำการประมงต้องปฏิบัติ พ.ศ. ...,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-04-30,2023-05-14,15,1,2023,4,118,1,0,0,,,O,"38,13",https://law.go.th/listeningDetail?survey_id=1923
1924,รับฟังความคิดเห็นต่อร่างประกาศคณะกรรมการประมงประจำจังหวัดสุราษฎร์ธานี เรื่อง กำหนดเขตเพาะเลี้ยงสัตว์น้ำสำหรับกิจการการเพาะเลี้ยงสัตว์น้ำควบคุม  ประเภท การเพาะเลี้ยงหอยทะเล (ฉบับที่ 3) พ.ศ. 2566,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-05-02,2023-05-16,15,1,2023,73,587,1,0,0,,,O,"13,38",https://law.go.th/listeningDetail?survey_id=1924
1925,การรับฟัง (ร่าง) ประกาศกรมการขนส่งทางบก เรื่อง กำหนดคุณลักษณะ ขนาด ประสิทธิภาพ ตำแหน่ง และเงื่อนไขในการติดตั้งอุปกรณ์ป้องกันด้านข้างและด้านท้ายของรถที่ใช้ในการขนส่งสัตว์หรือสิ่งของ พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมการขนส่งทางบก,103,21,2023-04-30,2023-05-14,15,1,2023,0,27,1,1,0,,,O,4,https://law.go.th/listeningDetail?survey_id=1925
1926,(ร่าง) ประกาศกระทรวงสาธารณสุข เรื่อง กำหนดการใช้ภาชนะบรรจุผลิตภัณฑ์อะมัลกัมที่ใช้ทางทันตกรรมและกำหนดให้ผลิตภัณฑ์อะมัลกัมที่ใช้ทางทันตกรรมที่มีการบรรจุในรูปแบบเม็ดและแบบผง เป็นเครื่องมือแพทย์ที่ห้ามผลิต นำเข้า หรือขาย พ.ศ.....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-04-30,2023-05-30,31,1,2023,0,42,1,1,0,,,O,"10,13,34",https://law.go.th/listeningDetail?survey_id=1926
1928,การรับฟังร่างกฎหมาย (ร่าง) ระเบียบกรมการขนส่งทางบกว่าด้วยการดำเนินการเกี่ยวกับทะเบียนและภาษีรถตามกฎหมายว่าด้วยรถยนต์ (ฉบับที่ ๓) พ.ศ. ๒๕๖๖,กม.ลำดับรองอื่นๆ,กรมการขนส่งทางบก,103,21,2023-04-30,2023-05-14,15,1,2023,0,35,1,1,0,,,O,4,https://law.go.th/listeningDetail?survey_id=1928
1929,การรับฟัง (ร่าง) ระเบียบกรมการขนส่งทางบกว่าด้วยการกำหนดสีและลักษณะของรถตามกฎหมายว่าด้วยรถยนต์ (ฉบับที่ ๓) พ.ศ. ๒๕๖๖,กม.ลำดับรองอื่นๆ,กรมการขนส่งทางบก,103,21,2023-04-30,2023-05-14,15,1,2023,1,34,1,1,0,,,O,4,https://law.go.th/listeningDetail?survey_id=1929
1930,ความคิดเห็นต่อร่างประกาศกรมศุลกากร  เรื่อง แจ้งพิกัดอัตราศุลกากร (ป.อ.  /2566),กม.ลำดับรองอื่นๆ,กรมศุลกากร,71,16,2023-05-01,2023-06-05,36,1,2023,176,1919,1,0,0,,,P,22,https://law.go.th/listeningDetail?survey_id=1930
1931,ท่านเห็นด้วยกับร่างประกาศกรมธุรกิจพลังงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการเข้าร่วมเป็นร้านค้าก๊าซเพื่อรับชำระเงินจากการใช้สิทธิสวัสดิการแห่งรัฐ พ.ศ. .... ด้วยหรือไม่,กม.ลำดับรองอื่นๆ,กรมธุรกิจพลังงาน,84,22,2023-05-02,2023-05-16,15,1,2023,12,427,1,0,0,,,P,20,https://law.go.th/listeningDetail?survey_id=1931
1932,การรับฟังความคิดเห็นต่อร่างประกาศกรมประมง เรื่อง กำหนดเงื่อนไขการอนุญาตให้นำเข้าอาร์ทีเมียและไข่อาร์ทีเมีย  พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-05-03,2023-05-16,15,1,2023,12,213,1,0,0,,,O,"38,13",https://law.go.th/listeningDetail?survey_id=1932
1933,แบบรับฟังความคิดเห็น ร่างกฎกระทรวงกำหนดให้พื้นที่ป่าชายเลนในจังหวัดสุราษฎร์ธานี เป็นพื้นที่ป่าชายเลนอนุรักษ์ พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทรัพยากรทางทะเลและชายฝั่ง,87,15,2023-06-25,2023-07-24,30,1,2023,53,255,2,0,1,"ชาวประมง,ประชาชนทั่วไป,หน่วยงานที่เกี่ยวข้อง,ชุมชนในพื้นที่","ม.18,ป่าชายเลน,ป่าชายเลนอนุรักษ์,สุราษฏธานี",P,13,https://law.go.th/listeningDetail?survey_id=1933
1934,การรับฟังความคิดเห็นต่อร่างกฎกระทรวงกำหนดเขตพื้นที่เขตการปกครองพิเศษพัทยา อำเภอบางละมุง จังหวัดชลบุรี  เป็นพื้นที่ใช้มาตรการในการป้องกันการกัดเซาะชายฝั่ง พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทรัพยากรทางทะเลและชายฝั่ง,87,15,2023-05-18,2023-06-16,30,1,2023,34,216,2,0,0,,,P,13,https://law.go.th/listeningDetail?survey_id=1934
1937,ระเบียบ กกพ ว่าด้วยมาตรฐานการให้บริการในการประกอบกิจการไฟฟ้าประเภทใบอนุญาตจำหน่ายไฟฟ้า พ.ศ. 2558,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,2,12,4,2,0,,ผู้รับใบอนุญาตจำหน่ายไฟฟ้า ,P,13,https://law.go.th/listeningDetail?survey_id=1937
1938,การรับฟังความคิดเห็นร่างประกาศคณะกรรมการประมงประจำจังหวัดตรัง เรื่อง ยกเลิกเขตพื้นที่รักษาพันธุ์สัตว์น้ำ พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-05-02,2023-05-16,15,1,2023,36,169,1,0,0,,,D,"38,13",https://law.go.th/listeningDetail?survey_id=1938
1939,ประกาศ กกพ. เรื่อง กำหนดให้ผู้รับใบอนุญาตการประกอบกิจการก๊าซธรรมชาติเป็นผู้มีหน้าที่จัดทำรายงานการบัญชีและการเงินเพื่อการกำกับดูแล พ.ศ. 2564,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,1,22,5,2,0,ผู้รับใบอนุญาตประกอบกิจการก๊าซธรรมชาติ,"ผู้รับใบอนุญาตประกอบกิจการก๊าซธรรมชาติ,รายงานการบัญชีและการเงินเพื่อการกำกับดูแล",P,13,https://law.go.th/listeningDetail?survey_id=1939
1953,ประกาศสำนักงาน กกพ. เรื่อง การใช้มาตรการบังคับทางปกครองและการดำเนินคดีอาญากับผู้รับใบอนุญาตผลิตไฟฟ้าที่ไม่รายงานข้อมูลและนำส่งเงินเข้ากองทุนพัฒนาไฟฟ้า,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,2,15,5,3,0,ผู้รับใบอนุญาตผลิตไฟฟ้า,"มาตรการบังคับทางปกครอง,ผู้รับใบอนุญาตผลิตไฟฟ้า,กองทุนพัฒนาไฟฟ้า",P,13,https://law.go.th/listeningDetail?survey_id=1953
1954,การรับฟังความคิดเห็นต่อร่างกฎกระทรวงกำหนดเขตพื้นที่ตำบลธงชัย และตำบลแม่รำพึง  อำเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ เป็นพื้นที่ใช้มาตรการในการป้องกันการกัดเซาะชายฝั่ง พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทรัพยากรทางทะเลและชายฝั่ง,87,15,2023-05-18,2023-06-16,30,1,2023,17,96,2,0,0,,,P,13,https://law.go.th/listeningDetail?survey_id=1954
1955,การรับฟังความคิดเห็นต่อร่างกฎกระทรวงกำหนดเขตพื้นที่ตำบลปากคลอง อำเภอปะทิว จังหวัดชุมพร เป็นพื้นที่ใช้มาตรการในการป้องกันการกัดเซาะชายฝั่ง พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทรัพยากรทางทะเลและชายฝั่ง,87,15,2023-05-18,2023-06-16,30,1,2023,21,104,2,0,0,,,P,13,https://law.go.th/listeningDetail?survey_id=1955
1956,ประเมินผลสัมฤทธิ์ของพระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ. 2551,ประเมินผลสัมฤทธิ์,สำนักงานศาลยุติธรรม,274,23,2023-05-10,2023-05-30,21,1,2023,10,498,1,7,1,ข้าราชการฝ่ายตุลาการศาลยุติธรรม บุคลากรของหน่วยงานที่เกี่ยวข้อง ได้แก่ สำนักงานอัยการสูงสุด กระทรวงยุติธรรม สำนักงานคณะกรรมการคุ้มครองผู้บริโภค สภาองค์กรของผู้บริโภค สำนักงานคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย ธนาคารแห่งประเทศไทย สมาคมธนาคารไทย สภาทนายความ และประชาชนทั่วไป,"ประเมินผลสัมฤทธิ์,วิธีพิจารณาคดีผู้บริโภค,พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ. 2551,ศาลยุติธรรม",P,"27,10",https://law.go.th/listeningDetail?survey_id=1956
1970,ประกาศกระทรวงพลังงาน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขการคัดเลือกผู้แทนของอธิการบดีของสถาบันอุดมศึกษาของรัฐเป็นกรรมการในคณะกรรมการสรรหากรรมการกำกับกิจการพลังงาน พ.ศ. 2553,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,1,36,4,3,0,"มหาวิทยาลัย,กกพ.","มหาวิทยาลัย,กกพ.",P,13,https://law.go.th/listeningDetail?survey_id=1970
1972,การรับฟังความคิดเห็นต่อประกาศคณะกรรมการประมงประจำจังหวัดพะเยา เรื่อง  กําหนดเขตพื้นที่รักษาพันธุ์สัตว์น้ำ พ.ศ..........,กม.ลำดับรองอื่นๆ,กรมประมง,445,18,2023-05-08,2023-05-22,15,1,2023,1,81,1,0,0,,,O,38,https://law.go.th/listeningDetail?survey_id=1972
1973,ระเบียบ กกพ. ว่าด้วยหลักเกณฑ์ในการเปรียบเทียบปรับ พ.ศ. 2565,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,0,49,5,4,0,"ผู้กระทำความผิดตามมาตรา 131, มาตรา 132, มาตรา 134 หรือมาตรา 138 วรรคหนึ่ง","การเปรียบเทียบปรับ,คณะอนุกรรมการเปรียบเทียบปรับ",P,13,https://law.go.th/listeningDetail?survey_id=1973
1979,ระเบียบ กกพ. ว่าด้วยการงบประมาณและการจัดการทรัพย์สินของสำนักงานคณะกรรมการกำกับกิจการพลังงาน พ.ศ. 2551,ประเมินผลสัมฤทธิ์,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,336,23,2023-05-11,2023-05-29,19,1,2023,0,10,4,1,0,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,สำนักงานคณะกรรมการกำกับกิจการพลังงาน,P,13,https://law.go.th/listeningDetail?survey_id=1979
1988,พระราชบัญญัติจัดตั้งศาลล้มละลายและวิธีพิจารณาคดีละล้มละลาย พ.ศ. 2542,ประเมินผลสัมฤทธิ์,สำนักงานศาลยุติธรรม,274,23,2023-05-10,2023-05-30,21,1,2023,1,179,1,5,1,  ข้าราชการฝ่ายตุลาการศาลยุติธรรม  บุคลากรของหน่วยงานที่เกี่ยวข้อง ได้แก่ สำนักงานอัยการสูงสุด กระทรวงยุติธรรม  กรมบังคับคดี สมาคมธนาคารไทย สภาหอการค้าแห่งประเทศไทย และสภาทนายความ  ประชาชนทั่วไป,"ประเมินผลสัมฤทธิ์,วิธีพิจารณาคดีละล้มละลาย,พระราชบัญญัติจัดตั้งศาลล้มละลายและวิธีพิจารณาคดีละล้มละลาย พ.ศ. 2542,ศาลยุติธรรม",P,27,https://law.go.th/listeningDetail?survey_id=1988
1989,รับฟังความคิดเห็น (ร่าง) ประกาศคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล เรื่อง หลักเกณฑ์และวิธีการในการจัดทำคำสั่งของคณะกรรมการผู้เชี่ยวชาญตามพระราชบัญญัติคุ้มครองข้อมูลส่วนบุคคล พ.ศ. ๒๕๖๒ พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,822,11,2023-05-09,2023-05-23,15,1,2023,0,52,1,0,0,,,B,43,https://law.go.th/listeningDetail?survey_id=1989
1990,รับฟังความคิดเห็น(ร่าง)ประกาศคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล เรื่อง หลักเกณฑ์และวิธีการในการจัดทำคำสั่งของคณะกรรมการผู้เชี่ยวชาญตามพระราชบัญญัติคุ้มครองข้อมูลส่วนบุคคล พ.ศ. ๒๕๖๒ พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการคุ้มครองข้อมูลส่วนบุคคล,822,11,2023-05-09,2023-05-23,15,1,2023,1,193,1,0,0,,,O,43,https://law.go.th/listeningDetail?survey_id=1990
1991,ประเมินผลสัมฤทธิ์ของพระราชบัญญัติจัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศและวิธีพิจารณาคดีทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ พ.ศ. 2539,ประเมินผลสัมฤทธิ์,สำนักงานศาลยุติธรรม,274,23,2023-05-10,2023-05-30,21,1,2023,3,309,1,6,0,,"ประเมินผลสัมฤทธิ์,วิธีพิจารณาคดีทรัพย์สินทางปัญญา,พระราชบัญญัติจัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศและวิธีพิจารณาทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ พ.ศ. 2539,ศาลยุติธรรม",P,"27,14",https://law.go.th/listeningDetail?survey_id=1991
1992,ประเมินผลสัมฤทธิ์ของพระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ. 2553,ประเมินผลสัมฤทธิ์,สำนักงานศาลยุติธรรม,274,23,2023-05-10,2023-05-30,21,1,2023,4,250,1,14,0,ข้าราชการฝ่ายตุลาการศาลยุติธรรม บุคลากรของหน่วยงานที่เกี่ยวข้อง ได้แก่ สำนักงานอัยการสูงสุด สถาบันนิติวัชร์ (สำนักงานอัยการสูงสุด) สำนักงานตำรวจแห่งชาติ กระทรวงการต่างประเทศ กระทรวงยุติธรรม กระทรวงพัฒนาสังคมและความมั่นคงของมนุษย์ กรมกิจการสตรีและสถาบันครอบครัว กรมพินิจและคุ้มครองเด็กและเยาวชน กรมสุขภาพจิต กรมคุ้มครองสิทธิและเสรีภาพ กรมคุมประพฤติ กรมกิจการเด็กและเยาวชน กรมพัฒนาสังคมและสวัสดิการ สำนักงานคณะกรรมการสิทธิมนุษยชนแห่งชาติ สภาทนายความ สถาบันเพื่อการยุติธรรมแห่งประเทศไทย (TIJ) สถานพินิจและคุ้มครองเด็กและเยาวชนกรุงเทพมหานคร สถานพินิจและคุ้มครองเด็กและเยาวชนกรุงเทพมหานคร (หน่วยบริการธนบุรี) ศูนย์ฝึกและอบรมเด็กและเยาวชนชายบ้านกรุณา,"ประเมินผลสัมฤทธิ์,วิธีพิจารณาคดีเยาวชนและครอบครัว,ศาลยุติธรรม,พรบ.ศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ. 2553",P,27,https://law.go.th/listeningDetail?survey_id=1992
1993,ร่างระเบียบกรุงเทพมหานครว่าด้วยการใช้เครื่องวิทยุคมนาคมแบบสังเคราะห์ความถี่ (Synthesizer) ของกรุงเทพมหานคร พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักเทศกิจ,310,9,2023-05-31,2023-06-29,30,1,2023,88,509,3,3,0,,,P,43,https://law.go.th/listeningDetail?survey_id=1993
1994,ร่างประกาศกรมโรงงานอุตสาหกรรม เรื่อง การแจ้งรายละเอียดแสดงการจัดการสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว พ.ศ.  ....,กม.ลำดับรองอื่นๆ,กรมโรงงานอุตสาหกรรม,286,2,2023-05-10,2023-05-25,16,1,2023,1,74,1,0,0,,,P,37,https://law.go.th/listeningDetail?survey_id=1994
1995,ประเมินผลสัมฤทธิ์ของพระราชบัญญัติวิธีพิจารณาคดียาเสพติด พ.ศ. ๒๕๕๐,ประเมินผลสัมฤทธิ์,สำนักงานศาลยุติธรรม,274,23,2023-05-10,2023-05-30,21,1,2023,3,243,1,10,0,,,P,27,https://law.go.th/listeningDetail?survey_id=1995
1997,รายงานวิเคราะห์ผลกระทบร่างประกาศคณะกรรมการเครื่องสำอาง เรื่อง การแสดงคำเตือนที่ฉลากเครื่องสำอางที่มีวัตถุกันเสีย (ฉบับที่ ..) พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-05-10,2023-05-24,15,1,2023,0,16,1,0,0,"ผู้ประกอบการ,เจ้าหน้าที่",คำเตือนกันเสียเครื่องสำอาง,O,34,https://law.go.th/listeningDetail?survey_id=1997
1998,รายงานวิเคราะห์ผลกระทบร่างประกาศฯ กำหนดวัตถุกันเสีย,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-05-10,2023-05-24,15,1,2023,0,2,1,0,0,,,B,34,https://law.go.th/listeningDetail?survey_id=1998
2000,รายงานวิเคราะห์ผลกระทบร่างประกาศกระทรวงสาธารณสุข เรื่อง ชื่อวัตถุที่ห้ามใช้เป็นส่วนผสมในการผลิตเครื่องสำอาง พ.ศ. ....,กม.ลำดับรองอื่นๆ,สำนักงานคณะกรรมการอาหารและยา,267,19,2023-05-10,2023-05-24,15,1,2023,0,77,1,0,0,,,O,34,https://law.go.th/listeningDetail?survey_id=2000
2001,การรับฟังความคิดเห็นประเมินผลสัมฤทธิ์พระราชบัญญัติการนิคมอุตสาหกรรมแห่งประเทศไทย พ.ศ. ๒๕๒๒,ประเมินผลสัมฤทธิ์,การนิคมอุตสาหกรรมแห่งประเทศไทย,116,2,2023-05-14,2023-08-22,101,1,2023,12,355,2,22,1,"คณะกรรมการการนิคมแห่งประเทศไทย , การนิคมแห่งประเทศไทย , กรมโรงงานอุตสาหกรรม , อุตสาหกรรมจังหวัด , สำนักงานมาตรฐานอุตสาหกรรม , กระทรวงอุตสาหกรรม , สำนักงานคณะกรรมการนโยบายรัฐวิสาหกิจ , กรมบัญชีกลาง , กรมศุลกากร , กระทรวงการคลัง , กรมควบคุมมลพิษ , กรมส่งเสริมคุณภาพสิ่งแวดล้อม , สำนักงานนโยบายและแผนทรัพยากรธรรมชาติ , กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม , กรมสวัสดิการและคุ้มครองแรงงาน , กระทรวงแรงงาน , กระทรวงสาธารณสุข , กรมโยธาธิการและผังเมือง , กรมเจ้าท่า , กระทรวงคมนาคม , สำนักงานคณะกรรมการนโยบายเขตพัฒนาพิเศษภาคตะวันออก , สำนักงานคณะกรรมการส่งเสริมการลงทุน , สำนักงานคณะกรรมการพัฒนาการเศรษฐกิจและสังคมแห่งชาติ , องค์กรปกครองส่วนท้องถิ่น , การไฟฟ้าส่วนภูมิภาค , การประปาส่วนภูมิภาค , การไฟฟ้านครหลวง , การประปานครหลวง , นักวิชาการ , อดีตกรรมการการนิคมอุตสาหกรรมแห่งประเทศไทย , อดีตผู้ว่าการการนิคมอุตสาหกรรมแห่งประเทศไทย , อดีตผู้บริหารของการนิคมอุตสาหกรรมแห่งประเทศไทย , ประชาชนหรือผู้แทนชุมชนในพื้นที่รอบนิคมอุตสาหกรรม , สภาอุตสาหกรรมแห่งประเทศไทย",การนิคมอุตสาหกรรมแห่งประเทศไทย,D,"37,20",https://law.go.th/listeningDetail?survey_id=2001
2003,๑. การประเมินผลสัมฤทธิ์กฎกระทรวงกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขในการจัดตั้งนิคมอุตสาหกรรม พ.ศ. ๒๕๔๘,ประเมินผลสัมฤทธิ์,การนิคมอุตสาหกรรมแห่งประเทศไทย,116,2,2023-05-14,2023-08-22,101,1,2023,5,73,2,1,0,ผู้ที่จะจัดตั้งหรือขยายนิคมอุตสาหกรรม เอกชนหรือหน่วยงานอื่นของรัฐที่ประสงค์จะจัดสรรที่ดิน เพื่อจัดตั้งเป็นนิคมอุตสาหกรรม,การจัดตั้งนิคมอุตสาหกรรม,O,"37,20",https://law.go.th/listeningDetail?survey_id=2003
2007,การรับฟังความคิดเห็นต่อร่างกฎกระทรวงกำหนดอัตราความเร็วของยานพาหนะบนทางหลวงสัมปทาน พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทางหลวง,142,21,2023-05-12,2023-05-26,15,1,2023,1,114,1,0,0,,กม.ลำดับรองอื่นๆ,P,4,https://law.go.th/listeningDetail?survey_id=2007
2008,การรับฟังความคิดเห็นต่อร่างกฎกระทรวงกำหนดอัตราความเร็วของยานพาหนะบนทางหลวงแผ่นดินหมายเลข 38 สายทางยกระดับอนุสรณ์สถาน - รังสิต พ.ศ. ....,กม.ลำดับรองอื่นๆ,กรมทางหลวง,142,21,2023-05-12,2023-05-26,15,1,2023,0,120,1,0,0,,กม.ลำดับรองอื่นๆ,P,4,https://law.go.th/listeningDetail?survey_id=2008
2009,การรับฟังความคิดเห็นเพื่อประเมินผลสัมฤทธิ์ พ.ร.บ. กองทุนฯ,ประเมินผลสัมฤทธิ์,สำนักงานเศรษฐกิจการคลัง,283,16,2023-05-14,2023-06-12,30,1,2023,1,376,1,0,1,"สถาบันการเงินเฉพาะกิจผู้มีหน้าที่นำส่งเงินเข้ากองทุนฯ,หน่วยงานของรัฐที่เกี่ยวข้อง,คณะอนุกรรมการในคณะกรรมการกองทุนฯ ชุดต่างๆ,ประชาชนทั่วไป",,P,19,https://law.go.th/listeningDetail?survey_id=2009
2041,การรับฟังความคิดเห็นประกอบการประเมินผลสัมฤทธิ์ พระราชบัญญัติปิโตรเลียม พ.ศ. ๒๕๑๔  และที่แก้ไขเพิ่มเติม,ประเมินผลสัมฤทธิ์,กรมเชื้อเพลิงธรรมชาติ,399,22,2023-05-14,2023-06-12,30,1,2023,0,37,2,11,1,"ผู้รับสิทธิสำรวจและผลิตปิโตรเลียมตามพระราชบัญญัติปิโตรเลียม, กรมเชื้อเพลิงธรรมชาติ, คณะกรรมการปิโตรเลียม, กระทรวงพลังงานและหน่วยงานในสังกัดกระทรวงพลังงาน, กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม, กระทรวงการคลัง, สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม, กรมป่าไม้, กรมประมง, กรมที่ดิน, กรมสรรพากร, องค์กรปกครองส่วนท้องถิ่น, อุตสาหกรรมจังหวัด, ประชาชนที่อาศัยหรือประกอบอาชีพในบริเวณใกล้เคียงกับการประกอบกิจการปิโตรเลียม, องค์กรภาคประชาสังคม (Civil Society Organization), นักวิชาการ, นักวิจัย, ประชาชนทั่วไป",,B,"13,20",https://law.go.th/listeningDetail?survey_id=2041
